index,name,gender
1430,مغزاه,f
1431,مغيره,f
1432,محاربة,f
1433,موهبه,f
1434,مُہجہ,f
1435, محسنه,f
1436,ميزة,f
1437,مجاہدہ,f
1438,مجیرہ,f
1439,مكرمة,f
1440,مليكة,f
1441,مميز,f
1442,ممتاز,f
1443,منحہ,f
1444,منوّرہ,f
1445,منیرا,f
1446,منيره,f
1447,منیبہ,f
1448,منیرہ,f
1449,منيسى,f
1450,منجية,f
1451,منتهي,f
1452,مقدس,f
1453,مقدسہ,f
1454,مقبله,f
1455,مریل,f
1456,مرجانه,f
1457,مرشده,f
1458,مسدس,f
1459,مصدقه,f
1460,مسارات,f
1461,موسوعة,f
1462,مثیل,f
1463,مشفقہ,f
1464,مشرف,f
1465,مشيرا,f
1466,مشتری,f
1467,موسيقاه,f
1468,مسکان,f
1469,موسن,f
1470,مصرية,f
1471,مستہی,f
1472,مطهرة,f
1473,مطربہ,f
1474,متھرا,f
1475,مطیبہ,f
1476,ميسر,f
1477,مزينه,f
1478,مزينه,f
1479,مزناہ,f
1480, میشا,f
1481,میرا,f
1482,نادہرہ,f
1483,نادیہ,f
1484,نادیہ,f
1485,ناہید,f
1486,نايلة,f
1487,ناجیہ,f
1488,نجده,f
1489,نامہ,f
1490,ناشطة,f
1491,ناصحه,f
1492,نظهرة,f
1493,نظیرا,f
1494,نابا,f
1495,نباهة,f
1496,نبوية,f
1497,نبیلہ,f
1498,نابیہ,f
1499,نبہیہ,f
1500,نبیلہ,f
1501,نبیہ,f
1502,ندا,f
1503,ندیدہ,f
1504,نادرہ,f
1505,نادہیرا,f
1506,نادمة,f
1507,نادرہ,f
1508,نادیہ,f
1509,نادرا,f
1510,ندیہ,f
1511,نَیمہ,f
1512,نفي,f
1513,نفیسا,f
1514,نافعہ,f
1515,نفیسہ,f
1516,نافلہ,f
1517,نگینہ,f
1518,نغمہ,f
1519,نگینہ,f
1520,نہاﺀ,f
1521,ناہید,f
1522,ناحیہ,f
1523,نهضة,f
1524,نحظى,f
1525,نحلح,f
1526,ناہدہ,f
1527,نايفه,f
1528,نیک,f
1529,ناعیلہ,f
1530,نعیلہ,f
1531,نايمه,f
1532,نايمات,f
1533,نينا,f
1534,نجا,f
1535,ناجاف,f
1536,نجم,f
1537,ناجدہ,f
1538,ناجیبہ,f
1539,ناجیہ,f
1540,نجیبہ,f
1541,نجده,f
1542,ناجحه,f
1543,ناجیہ,f
1544,نججییہ,f
1545,نجلا,f
1546,نجمہ,f
1547,نجمی,f
1548,نجیہ,f
1549,نالا,f
1550,ناما,f
1551,نامین,f
1552,نمرہ,f
1553,ننجيل,f
1554,نانون,f
1555,نقيبة,f
1556,نقیہ,f
1557,نرگس,f
1558,نرش,f
1559,نرما,f
1560,نرملہ,f
1561,نارمينا,f
1562,نصیبہ,f
1563,ناسيك,f
1564,نسیمہ,f
1565,نصیرہ,f
1566,ناشہ,f
1567,نشيد,f
1568,نشم,f
1569,نشره,f
1570,نشمیہ,f
1571,نشوا,f
1572,نصیبہ,f
1573,ناصحہ,f
1574,نسیم,f
1575,نسيمه,f
1576,ناثرہ,f
1577,نسمة,f
1578,نصرا,f
1579,نسرین,f
1580,نصب,f
1581,نثارا,f
1582,نطيل,f
1583,نورین,f
1584,نشبه,f
1585,نوا,f
1586,نوار,f
1587,نوازش,f
1588,نویرہ,f
1589,ناوله,f
1590,نوره,f
1591,نور,f
1592,ناعمہ,f
1593,نایلہ,f
1594,نیر,f
1595,نییر,f
1596,ناز,f
1597,نزاہا,f
1598,نزافریں,f
1599,نزہہ,f
1600,نازاں,f
1601,نازعنينا,f
1602,نظرها,f
1603,نظیفہ,f
1604,نظیر,f
1605,نظیراں,f
1606,نزگول,f
1607,نظهرة,f
1608,نازیہ,f
1609,نزيهة,f
1610,نزيلا,f
1611,ناظمہ,f
1612,نزيندة,f
1613,نظیرہ,f
1614,نازلی,f
1615,نازنین,f
1616,نازك,f
1617,ندا,f
1618,نادرا,f
1619,نیلم,f
1620,نیلوفر,f
1621,نشد,f
1622,نگار,f
1623,نگیں,f
1624,نهلة,f
1625,نیلوفر,f
1626,نسیم,f
1627,نسرين,f
1628,نظمنا,f
1629,نبراس,f
1630,نگار,f
1631,نهاد,f
1632,نيهيل,f
1633,نکہت,f
1634,نیکو,f
1635,نیلم,f
1636,نیلوفر,f
1637,نعمتِ,f
1638,نعیمہ,f
1639,نینی,f
1640,نسا,f
1641,نشاط,f
1642,نسرین,f
1643,نواہ,f
1644,نيياف,f
1645,نيية,f
1646,نو بہار,f
1647,نور,f
1648,نور افزاﺀ,f
1649,نور جہاں,f
1650,نورالعین,f
1651,نورا,f
1652,نورالحيا,f
1653,نورین,f
1654,نورين,f
1655,نوررنر,f
1656,نورسبة,f
1657,نورين,f
1658,نورهان,f
1659,نوشین,f
1660,نؤف,f
1661,نوشفرین,f
1662,نزہت,f
1663,نية,f
1664,نايمه,f
1665,نُدہر,f
1666,ندبه,f
1667,ندورة,f
1668, نفيسه,f
1669,نجد,f
1670, نوناه,f
1671,نورا,f
1672,نورین,f
1673,نورین,f
1674,نرجنا,f
1675,نصيبه,f
1676,نصیبہ,f
1677,نصرت,f
1678,نويره,f
1679,نزہه,f
1680,نضرت,f
1681,نيسا,f
1682,اودیرہ,f
1683,ولدوز,f
1684,اُما,f
1685,أمرا,f
1686,امتہ,f
1687,اوریل,f
1688,ورکدہ,f
1689,أرذل,f
1690,وزرا,f
1691,پادیده,f
1692,پاک دامن,f
1693,پالین,f
1694,بانرا,f
1695,پرند,f
1696,پارسا,f
1697,بارداج,f
1698,پریچہر,f
1699,پریسا,f
1700,برغندا,f
1701,پری گل,f
1702,پریہان,f
1703,پریوش,f
1704,پارو,f
1705,پروانہ,f
1706,پروین,f
1707,پٹ,f
1708,پٹے,f
1709,پگھ,f
1710,برقها,f
1711,پروین,f
1712,پیوند,f
1713,پُلا,f
1714, پونہ,f
1715,پؤپک,f
1716,پوری,f
1717,پرنور,f
1718,قبيلة,f
1719,قبول,f
1720,قبطیہ,f
1721,قدیرہ,f
1722,قدرية,f
1723,قاهرة,f
1724,قائلہ,f
1725,قائمہ,f
1726,قمر,f
1727,قمير,f
1728,قمیر,f
1729,قمری,f
1730,قندیلہ,f
1731,قنیہ,f
1732,قانتہ,f
1733,قنطبہ,f
1734,قنوا,f
1735,قراه,f
1736,قرصفهل,f
1737,قريبه,f
1738,قارعہ,f
1739,قاربہ,f
1740,قرصفة,f
1741,قاصبہ,f
1742,قاسمہ,f
1743,قسمیہ,f
1744,قتیلہ,f
1745,قوسیہ,f
1746,قايلاه,f
1747,قيصر,f
1748,قزلباش,f
1749,قيرات,f
1750,قسمه,f
1751,قيمة,f
1752,قدوس,f
1753,قدسيه,f
1754,قدسیہ,f
1755,قريشا,f
1756,قرة,f
1757,قطيعه,f
1758,رابيه,f
1759,رائم,f
1760,راحیل,f
1761,رحيمة,f
1762,راكبا,f
1763,رعنا,f
1764,رشیدا,f
1765,رزية,f
1766,رابح,f
1767,رابیل,f
1768,ربیہ,f
1769,رابيه,f
1770,ربيته,f
1771,رادہ,f
1772,رادھیا,f
1773,رديفا,f
1774,راضيه,f
1775,ريفا,f
1776,ریئسا,f
1777,رايها,f
1778,رفاع,f
1779,رفعت,f
1780,رافدہ,f
1781,رفيعه,f
1782,رفيقه,f
1783,رفيدة,f
1784,رافيف,f
1785,رفیقہ,f
1786,رافعہ,f
1787,رافتہ,f
1788,رافضہ,f
1789,رغد,f
1790,رغبة,f
1791,رغيد,f
1792,راگنی,f
1793,رحابہ,f
1794,راحت,f
1795,راحیلہ,f
1796,رہیسہ,f
1797,رهيفة,f
1798,راحلہ,f
1799,رحیمتے,f
1800,رحلة,f
1801,رحمہ,f
1802,رعیدہ,f
1803,ریحانہ,f
1804,رائمہ,f
1805,رايقة,f
1806,رعیسا,f
1807,راجيه,f
1808,راجعہ,f
1809,راجيه,f
1810,راجنی,f
1811,رخيلة,f
1812,رخشہ,f
1813,رخشندہ,f
1814,رخصه,f
1815,راکبہ,f
1816,رمیلہ,f
1817,رمیصا,f
1818,رمیشہ,f
1819,رمیہ,f
1820,رملہ,f
1821,رمنا,f
1822,رمشہ,f
1823,رمزية,f
1824,راعنا,f
1825,رنارؤنا,f
1826,راندا,f
1827,رانیا,f
1828,رانیہ,f
1829,رانیا,f
1830,رقيبه,f
1831,رقيبا,f
1832,راسي,f
1833,رشاہ,f
1834,رشاقة,f
1835,رشيده,f
1836,رشیقہ,f
1837,رشیدہ,f
1838,راشفہ,f
1839,رشتیاﺀ,f
1840,راسیہ,f
1841,رسیکا,f
1842,رصينة,f
1843,رسمية,f
1844,رتيبة,f
1845,رؤفہ ,f
1846,رانا,f
1847,روشان,f
1848,راوا,f
1849,روحه,f
1850,رؤدہ,f
1851,راويا,f
1852,رویہ,f
1853,رايانن,f
1854,ریحانہ,f
1855,رزانة,f
1856,رزانة,f
1857,راضیہ,f
1858,رازقہ,f
1859,رازوا,f
1860,ریبا,f
1861,ريحة,f
1862,ریما,f
1863,ریشماں ,f
1864,ریحانہ,f
1865,ريشا,f
1866,ريشما,f
1867,ریشماں,f
1868,ريشتينا,f
1869, -- ,f
1870,ریحانہ,f
1871,ردا,f
1872,ردوان,f
1873,رضوانه,f
1874,رفات,f
1875,رفات,f
1876,رفضہ,f
1877,ریحانہ,f
1878,ريجا,f
1879,رم,f
1880,رمشا,f
1881,رقبه,f
1882,رضوہ,f
1883,رضوانہ,f
1884,روبل,f
1885,روحا,f
1886,رهين,f
1887,روجہ,f
1888,روکسینا,f
1889,رومانہ,f
1890,رند,f
1891,روبینہ,f
1892,روپا,f
1893,روشک,f
1894,روشن آراﺀ,f
1895,روشنة,f
1896,روشني,f
1897,رودابہ,f
1898,روکسین,f
1899,روکسینا,f
1900,روکسین,f
1901,روکسی,f
1902,روکسی,f
1903,روزل,f
1904,روزینہ,f
1905,روزیت,f
1906,رزينه,f
1907,روبا,f
1908,روبابا,f
1909,روبان,f
1910,روبية,f
1911,رفيده,f
1912,رفيدة,f
1913,رفق,f
1914,روهاب,f
1915,روحي,f
1916,روحية,f
1917,رکن,f
1918,رکبانہ,f
1919,رخيلة,f
1920,رخسانہ,f
1921,رخصهنا,f
1922,رميلة,f
1923,رميثة,f
1924,رومینا,f
1925,رومیلا,f
1926,رومانى,f
1927,رنس,f
1928,رقیہ,f
1929,رشدہ,f
1930,رشنا,f
1931,رواء,f
1932,رويده,f
1933,رؤیدا,f
1934,روزا,f
1935,سادیہ,f
1936,صادقهة,f
1937,صاحبه,f
1938,سائم,f
1939,صايره,f
1940,سالفه,f
1941,سالكة,f
1942,سامیہ,f
1943,سارا,f
1944,صباء,f
1945,صبا,f
1946,صباح,f
1947,صباحت,f
1948,سباقة,f
1949,صبیحہ,f
1950,سبین,f
1951,سبير,f
1952,ثبت,f
1953,صبی,f
1954,صبیحہ,f
1955,سبیلہ,f
1956,سابقة,f
1957,صابرہ,f
1958,ثابتہ,f
1959,صبوح,f
1960,صبوری,f
1961,صابرہ,f
1962,سبرینا,f
1963,صبريه,f
1964,ثبطہ,f
1965,سبورة,f
1966,سبزینہ,f
1967,صدد,f
1968,صداقت,f
1969,سادات,f
1970,صدفی,f
1971,سادية,f
1972,سديدا,f
1973,صديقه,f
1974,سادية,f
1975,سعدیہ,f
1976,صادوه,f
1977,سدوس,f
1978,صدقی,f
1979,ساعدہ,f
1980,صعیدہ,f
1981,سیدہ,f
1982,صفا,f
1983,سفانہ,f
1984,سفینہ,f
1985,سفيره,f
1986,صفیہ,f
1987,صفوه,f
1988,صفیہ,f
1989,صفورا,f
1990,سفن,f
1991,صفوه,f
1992,ساجدة,f
1993,صغیرہ,f
1994,صغيرة,f
1995,سحاب,f
1996,سحر,f
1997,صہبا,f
1998,صاحب جمال,f
1999,صاحبزادی,f
2000,سحیقہ,f
2001,سہلہ,f
2002,صحنا,f
2003,سہر,f
2004,سیدا,f
2005,سیدہ,f
2006,صائلہ,f
2007,صائمہ,f
2008,سائرہ,f
2009,سعيدة,f
2010,سجیلہ,f
2011,ساجدہ,f
2012,سجل,f
2013,ساخرہ,f
2014,صخره,f
2015,سکینہ,f
2016,صلحہ,f
2017,صلبیہ,f
2018,سليمه,f
2019,سلیطہ,f
2020,صلصهن,f
2021,سالفه,f
2022,صالحہ,f
2023,سليقة,f
2024,سلیمہ,f
2025,سلمی,f
2026,سالمه,f
2027,سلومی,f
2028,سلسبيل,f
2029,صلوا,f
2030,سلویا,f
2031,سماﺀ,f
2032,ثمال,f
2033,سمامہ,f
2034,سمانہ,f
2035,سمر,f
2036,سمارا,f
2037,سماریہ,f
2038,سموه,f
2039,سمیعہ,f
2040,سمیحہ,f
2041,سمینہ,f
2042,سمیرا,f
2043,سامرہ,f
2044,سامية,f
2045,سامعہ,f
2046,سمیحہ,f
2047,ساميم,f
2048,ثامن,f
2049,ساميقا,f
2050,سمیرہ,f
2051,سمارا,f
2052,سمونا,f
2053,سامرا,f
2054,سمرن,f
2055,سامتہ,f
2056,ثناء,f
2057,ثنا,f
2058,سانیہ,f
2059,سنان,f
2060,صناعت,f
2061,صنوبر,f
2062,سناز,f
2063,سنیلہ,f
2064,سانجينا,f
2065,ثانیہ,f
2066,ثانيها,f
2067,سنیا,f
2068,ثانية,f
2069,سنجیدہ,f
2070,صنوبر,f
2071,سنور,f
2072,صویب,f
2073,سفائر,f
2074,ثاقبہ,f
2075,سرافینا,f
2076,صراحہ,f
2077,ثردانہ,f
2078,صریف,f
2079,سریتا,f
2080, سارین,f
2081,صارجہ,f
2082,سرود,f
2083,سرور,f
2084,سروناز,f
2085,صرفية,f
2086,سارونة,f
2087,ثروت,f
2088,ساشا,f
2089,ستيلا,f
2090,صعودہ ,f
2091,صولت,f
2092,سؤدہ,f
2093,سایہ,f
2094,سائم,f
2095,سیدہ,f
2096,صبیہ,f
2097,سیبہ,f
2098,سیماب,f
2099,سیمیں,f
2100,سیرت,f
2101,صہبا,f
2102,سيهر,f
2103,سلیمہ,f
2104,سیما,f
2105,ثنیہ,f
2106,سپیدہ,f
2107,ستارہ,f
2108,شادیا,f
2109,شاهين,f
2110,شاهده,f
2111,شائستہ,f
2112,شکیرا,f
2113,شارقه,f
2114,شابہ,f
2115,شباب,f
2116,شبابہ,f
2117,شبعیہ,f
2118,شبیبہ,f
2119,شبیبا,f
2120,شبلہ,f
2121,شبو,f
2122,شاد,f
2123,شادہ,f
2124,شادی,f
2125,شظية,f
2126,شادیہ,f
2127,شادماں,f
2128,شفنا,f
2129,شفقت,f
2130,شفیقہ,f
2131,شافہہ,f
2132,شفیعہ,f
2133,شفیقہ,f
2134,شاغلي,f
2135,شغیلہ,f
2136,شگفہ,f
2137,شہ پارہ,f
2138,شاہ سلطان,f
2139,شهادة,f
2140,شاہانہ,f
2141,شاہین,f
2142,شاہدہ,f
2143,شاہین,f
2144,شاہندہ,f
2145,شالا,f
2146,شهلال,f
2147,شہناز,f
2148,شہر بانو,f
2149,شہربانو,f
2150,شہر زاد,f
2151,شہوار,f
2152,شہزادی,f
2153,شہزین,f
2154,شيما,f
2155,شاعرہ,f
2156,شاعرہ,f
2157,شائستہ,f
2158,شجره,f
2159,شجية,f
2160,شاکہہ,f
2161,شکیلہ,f
2162,شکیمہ,f
2163,شکیلہ,f
2164,شاکرہ,f
2165,شقفة,f
2166,شكره,f
2167,شاليمار,f
2168,شالیزہ,f
2169,شمع رو,f
2170,شمامة,f
2171,شمائله,f
2172,شمامہ,f
2173,شماصہ,f
2174,شميلة,f
2175,شمیما,f
2176,شاميخ,f
2177,شمیمہ,f
2178,شما,f
2179,شمی,f
2180,شمسة,f
2181,شمشاد,f
2182,شمعدا,f
2183,شان,f
2184,شنقا,f
2185,شانوم,f
2186,شينز,f
2187,شقيقه,f
2188,شقرا,f
2189,شرارا,f
2190,شاربہ,f
2191,شریکا,f
2192,شارین,f
2193,شارفہ,f
2194,شری,f
2195,شریکا,f
2196,شریفہ,f
2197,شریقہ,f
2198,شاریہ,f
2199,شرکت,f
2200,شرمیلہ,f
2201,شرم,f
2202,شیرون,f
2203,شسم,f
2204,شاتھ,f
2205,شوانا,f
2206,شیما,f
2207,شظف,f
2208,شاذبہ,f
2209,شذمة,f
2210,شیبا,f
2211,شیبا,f
2212,شیلانہ,f
2213,شین,f
2214,شیرین,f
2215,شہلا,f
2216,شہنیلہ,f
2217,شهربان,f
2218,شیلا,f
2219,شرین,f
2220,شرمین,f
2221,شیزہ,f
2222,شیدہ,f
2223,شفاء,f
2224,شیلا,f
2225,شیما,f
2226,شيمه,f
2227,شمرانہ,f
2228,شينك,f
2229,شرا,f
2230,شریں,f
2231,شیوا,f
2232,شيزا,f
2233,شمع,f
2234,شوھره,f
2235,شوکوح,f
2236,شولہ,f
2237,شوکا,f
2238,شاء,f
2239,شدون,f
2240,شوغلا,f
2241,شهره,f
2242,شوكر,f
2243,شكريا,f
2244,شولا,f
2245,شميلة,f
2246,شنناره,f
2247,شرفة,f
2248,شرلی,f
2249,شوروق,f
2250,سیرا,f
2251, سبا,f
2252,سبال,f
2253,صدق,f
2254,صدیقہ,f
2255,سدرہ,f
2256,سیہام,f
2257,سکینہ,f
2258,سيلي,f
2259,سلمى,f
2260,سیما,f
2261,سیمہ,f
2262,ثمرہ,f
2263,سينشرت,f
2264,سيراه,f
2265,سيرين,f
2266,سیسی,f
2267,ستارہ,f
2268,ستارہ,f
2269,صيانة,f
2270,صمیدہ,f
2271,ثوب,f
2272,صبيا,f
2273,صوفيا,f
2274,صحبت,f
2275,سہیلہ,f
2276,سمية,f
2277,زميلة,f
2278,سونیا,f
2279,صوفیا,f
2280,صورت,f
2281,ثوران,f
2282,سعود,f
2283,سؤدہ,f
2284,سولمز,f
2285,سوسن,f
2286,سوزن,f
2287,ستارہ,f
2288,ستارلنی,f
2289,سعود,f
2290,صباحا,f
2291,سبيتة,f
2292,سبحان,f
2293,سبحانہ,f
2294,صبحي,f
2295,سدیسہ,f
2296,صوفيا,f
2297,صغرہ,f
2298,سُہیلہ,f
2299,زحمه,f
2300,سهرة,f
2301,سہیلہ,f
2302,سہیمہ,f
2303,سهير,f
2304,سكينة,f
2305,سکینہ,f
2306,صُلافہ,f
2307,سلطانہ,f
2308,سمیرا,f
2309,صممه,f
2310,سمية,f
2311,سميته,f
2312,سمیّہ,f
2313,سومل,f
2314,سمیہ,f
2315,سمر,f
2316,سمرة,f
2317,سنبلہ,f
2318,سنبلة,f
2319,سونيا,f
2320,سوريا,f
2321,سری,f
2322,سُزن,f
2323,سوسن,f
2324,سويديه,f
2325,سويه,f
2326,سیدۃ النساﺀ,f
2327,تابعه,f
2328,طاہرا,f
2329,تايبه,f
2330,تالي,f
2331,تالف,f
2332,تاسيس,f
2333,تبهج,f
2334,تباله,f
2335,تبنى,f
2336,تبسم,f
2337,تعبده,f
2338,تعبیر,f
2339,تبیان,f
2340,تابینہ,f
2341,تابیثہ,f
2342,تابش,f
2343,تادیہ,f
2344,تفيد,f
2345,تغريد,f
2346,طہیرا,f
2347,تحررتهرا,f
2348,طاہرہ,f
2349,طاہری,f
2350,تانیہ,f
2351,تحية,f
2352,تحييه,f
2353,تحلم,f
2354,تحمائنہ,f
2355,طاحونہ,f
2356,طحرت,f
2357,تحسین,f
2358,تحسین,f
2359,تاعت,f
2360,طيبه,f
2361,طائل,f
2362,طائلہ,f
2363,طین,f
2364,طائر,f
2365,تاج,f
2366,تجميل,f
2367,تسکین,f
2368,طلابہ,f
2369,طلالہ,f
2370,طلعت,f
2371,طالبہ,f
2372,تالي,f
2373,طالبة,f
2374,طلیعہ,f
2375,طلسہ ,f
2376,تلوثا,f
2377,تماضر,f
2378,تمنا,f
2379,طمار,f
2380,تمزر,f
2381,تميمية,f
2382,تمك,f
2383,تمکین,f
2384,طناز ,f
2385,تانیشہ,f
2386,طنجة,f
2387,تنویر,f
2388,طاؤسہ,f
2389,تقدیس,f
2390,تقیہ,f
2391,تقوا,f
2392,تراب,f
2393,ترانہ,f
2394,ترنم,f
2395,طرازہ,f
2396,طرازیہ,f
2397,طریدہ,f
2398,ترین,f
2399,طارفہ,f
2400,طريقه,f
2401,طروبہ,f
2402,ترسا,f
2403,طارُب,f
2404,تارز,f
2405,تاثیر,f
2406,تاشفہ,f
2407,تسکین,f
2408,تسلیم,f
2409,تَسليم,f
2410,تصميخ,f
2411,تسميه,f
2412,تسنیم,f
2413,توفیق,f
2414,توفيق,f
2415,تودد,f
2416,توفيق,f
2417,طاووس,f
2418,طیبہ,f
2419,طيبة,f
2420,تعظیم,f
2421,تزئین,f
2422,تعظيما,f
2423,تظمن,f
2424,ٹینا,f
2425,تہمینہ,f
2426,تحصن,f
2427,تحشیہ,f
2428,ثابته,f
2429,ثنا,f
2430,تھنہ,f
2431,تھرا,f
2432,ثروة,f
2433,ثريا,f
2434,تھوب,f
2435,ثباته,f
2436,تحفلة,f
2437,تہرایا,f
2438,ثریا,f
2439,ثوبه,f
2440,ثوایبه,f
2441,تییہ,f
2442,تکیہ,f
2443,تيرانا,f
2444,تحفہ,f
2445,طوسہ,f
2446,توقیع,f
2447,توکا,f
2448,طُوبہ,f
2449,تحفہ,f
2450,طلیقہ,f
2451,طوقا,f
2452,ترنیم,f
2453,وباب,f
2454,عبیدہ,f
2455,عدولا,f
2456,أهي,f
2457,اجالا,f
2458,علما,f
2459,الفت,f
2460,عُلیمہ,f
2461,عليا,f
2462,امیمہ,f
2463,أمامة,f
2464,عمیمہ,f
2465,أمينه,f
2466,أمايه,f
2467,ام,f
2468,امم کلثوم,f
2469,أممية,f
2470,مقولتهم,f
2471,أمنية,f
2472,عمری,f
2473,عنیزہ,f
2474,عنقود,f
2475,اریدہ,f
2476,عروج,f
2477,عرسها,f
2478,عروا,f
2479,اسامہ,f
2480,اسوہ,f
2481,عطفہ,f
2482,عويصه,f
2483,ودھاﺀ,f
2484,وندا,f
2485,فرشة,f
2486,وصیلہ,f
2487,وشتی,f
2488,واصیہ,f
2489,ویرینس,f
2490,ویدہ,f
2491,وقار النساﺀ,f
2492,واحده,f
2493,واجدة,f
2494,واليه,f
2495,واسفه,f
2496,وبیبہ,f
2497,وابعثه,f
2498,ودانا,f
2499,وعديدة,f
2501,﻿عابدین,m
2502,آدم,m
2503,عادل,m
2504,عافی,m
2505,آغا,m
2506,آيد,m
2507,عاہن,m
2508,عاکی,m
2509,عالم,m
2510,آلف,m
2511,عامد,m
2512,آمر,m
2513,آمین,m
2514,آقا,m
2515,عريب,m
2516,ارون,m
2517,آرزو,m
2518,اسال,m
2519,اصیل,m
2520,اعتزاز,m
2521,عایان,m
2522,آزاد,m
2523,اعاز,m
2524,اعباب,m
2525,عباد,m
2526,ابدرد,m
2527,عبادلت,m
2528,عباد اﷲ,m
2529,عبید,m
2530,اباختر,m
2531,ابن,m
2532,ابن,m
2533,آبانوس,m
2534,اباراوند,m
2535,عباسی,m
2536,ابا,m
2537, عباس,m
2538,عباسیہ,m
2539,عابدين,m
2540,عبد الاعلی,m
2541,عبد المناف,m
2542,ابداه,m
2543,عبد العلیم,m
2544,عبد العزیز,m
2545,عبد الفتح,m
2546,عبدالحاکم,m
2547,عبد الحلیم,m
2548,عبد الجبار,m
2549,عبد الجبار,m
2550,عبد الکادر,m
2551,عبداللہ,m
2552,عبداللہ,m
2553,عبد المالک,m
2554,عبد المفی,m
2555,عبد القادر,m
2556,عبد الرحیم,m
2557,عبد الرحمان,m
2558,عبد الرؤف,m
2559,عبد الرزاق,m
2560,عبدالسمی,m
2561,أبدا,m
2562,عبد الرحمان,m
2563,عبدل,m
2564,عبد العطی,m
2565,عبد الفتح,m
2566,عبدالحادی,m
2567,عبد الحلیم,m
2568,عبد الکدیر,m
2569,عبد الکریم,m
2570,عبد المالک,m
2571,عبد القادر,m
2572,عبد الرحیم,m
2573,عبد الرحمان,m
2574,عبد الرضا,m
2575,ابدُ,m
2576,عبدل,m
2577,عب الالی,m
2578,عبدل ادھیم,m
2579,عبدل افو,m
2580,عبدل علی,m
2581,عبد الاول,m
2582,عبد ل بدی,m
2583,عبدل بائس,m
2584,عبدالبصیر,m
2585,عبد ل بتن,m
2586,عبد الغنی,m
2587,عبد الحفیظ,m
2588,عبدل حنان,m
2589,عبدل حسیب,m
2590,عبدل جامی,m
2591,عبدل جواد,m
2592,عبدل کافی,m
2593,عبدل خبیر,m
2594,عبد الطیف,m
2595,عبد الماجد,m
2596,عبدل مانی,m
2597,عبدل موخر,m
2598,عبدل مومیت,m
2599,عبدل مبدے,m
2600,عبدل معید,m
2601,عبدل محثی,m
2602,عبدل مہیی,m
2603,عبدل مئید,m
2604,عبد المُنیم,m
2605,عبدل مقددم,m
2606,عبدل مقست,m
2607,عبدل متالی,m
2608,عبدل معطلی,m
2609,عبد المُطلب,m
2610,عبدل نفی,m
2611,عبدل نور,m
2612,عبدالقدیر,m
2613,عبدل قاہر,m
2614,عبدل قوی,m
2615,عبدل رب,m
2616,عبدل رفیع,m
2617,عبدل راقب,m
2618,عبدالرزاق,m
2619,عبدل ستار,m
2620,عبدل تواب,m
2621,عبدل وکیل,m
2622,عبدل ولی,m
2623,عبدل واجد,m
2624,عبدل ولی,m
2625,عبدل وارث,m
2626,عبدل ظاہر,m
2627,عبد العلیم,m
2628,عبد العظیم,m
2629,عبد العظیم,m
2630,عبد الباری,m
2631,عبد الباری,m
2632,عبد الباسط,m
2633,عبد الغفار,m
2634,عبدالغفور,m
2635,عبد الحادے,m
2636,عبد الحدیم,m
2637,عبد الحفیظ,m
2638,عبد الحکم,m
2639,عبدالحکین,m
2640,عبد الحلیم,m
2641,عبد الحمید,m
2642,عبدالحق,m
2643,عبد الحسیب,m
2644,عبدالجبار,m
2645,عبد الجابر,m
2646,عبد الجیل,m
2647,عبد الکریم,m
2648,عبد الخلق,m
2649,عبداللہ,m
2650,عبداللہ,m
2651,عبد الطیف,m
2652,عبد المجید,m
2653,عبد المالک,m
2654,عبد المتین,m
2655,عبد المجید,m
2656,عبدالمہیمن,m
2657,عبدالمعز,m
2658,عبدالمجیب,m
2659,عبد المقتدر,m
2660,عبد النصیر,m
2661,عبد القدیر,m
2662,عبد القادر,m
2663,عبد القہار,m
2664,عبدالقدوس,m
2665,عبدالرفیع,m
2666,عبد الرحیم,m
2667,عبد الرحمان,m
2668,عبدالرشید,m
2669,عبد الرؤف,m
2670,عبد الرزاق,m
2671,عبد الرحمان,m
2672,عبدالصبور,m
2673,عبدالسلام,m
2674,عبد الصمد,m
2675,عبدالشکور,m
2676,عبد الطوات,m
2677,عبدالودو,m
2678,عبدالوہاب,m
2679,عبد الوہاب,m
2680,عبد الوریتہ,m
2681,عبدل رب,m
2682,عبدل رقیب,m
2683,عبد الرحیم,m
2684,عبد الرشد,m
2685,عبد الرحمان,m
2686,عبدل صبور,m
2687,عبدل سمیع,m
2688,عبدل شفیع,m
2689,عبدل صبوح,m
2690,عبدل صبع,m
2691,عبدل شہید,m
2692,عبد السلام,m
2693,عبدل ظاہر,m
2694,عابدین,m
2695,عبیل,m
2696,ابہار,m
2697,عابق,m
2698,آبص,m
2699,ابییہ,m
2700,آبکار,m
2701,عبنات,m
2702,ابنُس,m
2703,ابو علی,m
2704,ابراد,m
2705,ابراہیم,m
2706,ابرار,m
2707,أبريق,m
2708,ابس,m
2709,ابصار,m
2710,بشم,m
2711,آبتین,m
2712,ابتن,m
2713,ابُو بکر,m
2714,ابو الخیر,m
2715,ابُو امر,m
2716,ابُو دالامہ,m
2717,ابُوداؤد,m
2718,ابُو فارس,m
2719,ابُو حفص,m
2720,ابُو حنیفہ,m
2721,ابُو ہریرہ,m
2722,ابو عیسا,m
2723,ابو جحفہ,m
2724,ابُو لوعلو,m
2725,ابُو ملک,m
2726,ابو موسٰی,m
2727,ابو طلحہ,m
2728,ابو تراب,m
